Window_ID,Center_Sentence,Full_Window_Text,Valence,Arousal,Dominance,Narrative_Progress,Valence_Smooth,Arousal_Smooth,Dominance_Smooth,NEI,zV_drop,zA_rise,zD_drop,Entrapment,VAD_range,Convergence,Episode_ID
234,"Will you report everything accurately, then?","So where are you going, in to the office? Will you report everything accurately, then? It’s quite possible for someone to be temporarily unable to work, but that’s just the right time to remember what’s been achieved in the past and consider that later on, once the difficulty has been removed, he will certainly work with all the more diligence and concentration.",3.1838894,3.6916404,3.236856,0.3037809647979139,4.3996787,3.5184872,4.8128476,2.141611066855331,0.8277841750968836,0.8708376647947883,0.44298922696365944,0,1.2943603999999995,0,0
235,"It’s quite possible for someone to be temporarily unable to work, but that’s just the right time to remember what’s been achieved in the past and consider that later on, once the difficulty has been removed, he will certainly work with all the more diligence and concentration.","Will you report everything accurately, then? It’s quite possible for someone to be temporarily unable to work, but that’s just the right time to remember what’s been achieved in the past and consider that later on, once the difficulty has been removed, he will certainly work with all the more diligence and concentration. You’re well aware that I’m seriously in debt to our employer as well as having to look after my parents and my sister, so that I’m trapped in a difficult situation, but I will work my way out of it again.",3.033047,4.2812033,3.1658702,0.3050847457627118,4.2256403,3.670441,4.7045517,3.2934810908831063,1.2030480827513221,1.3594098841156417,0.7310231240161424,0,1.0341106999999998,0,0
236,"You’re well aware that I’m seriously in debt to our employer as well as having to look after my parents and my sister, so that I’m trapped in a difficult situation, but I will work my way out of it again.","It’s quite possible for someone to be temporarily unable to work, but that’s just the right time to remember what’s been achieved in the past and consider that later on, once the difficulty has been removed, he will certainly work with all the more diligence and concentration. You’re well aware that I’m seriously in debt to our employer as well as having to look after my parents and my sister, so that I’m trapped in a difficult situation, but I will work my way out of it again. Please don’t make things any harder for me than they are already, and don’t take sides against me at the office.",3.690896,3.7830617,3.3432984,0.3063885267275097,4.1040025,3.7859569,4.5963697,4.214903685984259,1.4653251213042464,1.7308244826965646,1.0187540819834482,0,0.8104128000000004,0,0
237,"Please don’t make things any harder for me than they are already, and don’t take sides against me at the office.","You’re well aware that I’m seriously in debt to our employer as well as having to look after my parents and my sister, so that I’m trapped in a difficult situation, but I will work my way out of it again. Please don’t make things any harder for me than they are already, and don’t take sides against me at the office. I know that nobody likes the travellers.",4.585415,3.755142,4.7381687,0.3076923076923077,4.035089,3.817264,4.5081477,4.698800088407781,1.6139173245199974,1.8314852054129431,1.2533975584748405,1,0.6908837000000001,0,4
238,I know that nobody likes the travellers.,"Please don’t make things any harder for me than they are already, and don’t take sides against me at the office. I know that nobody likes the travellers. They think we earn an enormous wage as well as having a soft time of it.",5.224998,3.5105093,5.317965,0.3089960886571056,3.936191,3.86159,4.4281173,5.26742157771176,1.8271625045446862,1.9740051831536518,1.466253890013422,1,0.5665273000000002,0,4
239,They think we earn an enormous wage as well as having a soft time of it.,I know that nobody likes the travellers. They think we earn an enormous wage as well as having a soft time of it. That’s just prejudice,3.8430197,3.6733224,5.1015973,0.3102998696219035,3.937631,3.8427663,4.4060225,5.262558781870917,1.8240575574351836,1.9134819393464553,1.5250192850892776,1,0.5632561999999997,0,4
240,That’s just prejudice,They think we earn an enormous wage as well as having a soft time of it. That’s just prejudice but they have no particular reason to think better of it.,3.5645342,4.364818,4.817944,0.3116036505867014,3.9191504,3.8564613,4.4106135,5.334229342006177,1.8639056724017584,1.9575150371932943,1.5128086324111238,1,0.5541522000000003,0,4
241,but they have no particular reason to think better of it.,"That’s just prejudice but they have no particular reason to think better of it. But you, sir, you have a better overview than the rest of the staff, in fact, if I can say this in confidence, a better overview than the boss himself—it’s very easy for a businessman like him to make mistakes about his employees and judge them more harshly than he should.",4.151822,4.0412145,4.839859,0.3129074315514993,3.9500797,3.8326929,4.4346375,5.1272209187782165,1.7972155052948646,1.8810932567724974,1.4489121567108545,1,0.6019445999999999,0,4
242,"But you, sir, you have a better overview than the rest of the staff, in fact, if I can say this in confidence, a better overview than the boss himself—it’s very easy for a businessman like him to make mistakes about his employees and judge them more harshly than he should.","but they have no particular reason to think better of it. But you, sir, you have a better overview than the rest of the staff, in fact, if I can say this in confidence, a better overview than the boss himself—it’s very easy for a businessman like him to make mistakes about his employees and judge them more harshly than he should. And you’re also well aware that we travellers spend almost the whole year away from the office, so that we can very easily fall victim to gossip and chance and groundless complaints, and it’s almost impossible to defend yourself from that sort of thing, we don’t usually even hear about them, or if at all it’s when we arrive back home exhausted from a trip, and that’s when we feel the harmful effects of what’s been going on without even knowing what caused them.",4.1011624,4.2418957,4.3781004,0.3142112125162972,4.0293274,3.7649,4.5329294,4.476947297908565,1.62634056289924,1.6631209019699404,1.187485833039385,0,0.7680294000000005,0,0
243,"And you’re also well aware that we travellers spend almost the whole year away from the office, so that we can very easily fall victim to gossip and chance and groundless complaints, and it’s almost impossible to defend yourself from that sort of thing, we don’t usually even hear about them, or if at all it’s when we arrive back home exhausted from a trip, and that’s when we feel the harmful effects of what’s been going on without even knowing what caused them.","But you, sir, you have a better overview than the rest of the staff, in fact, if I can say this in confidence, a better overview than the boss himself—it’s very easy for a businessman like him to make mistakes about his employees and judge them more harshly than he should. And you’re also well aware that we travellers spend almost the whole year away from the office, so that we can very easily fall victim to gossip and chance and groundless complaints, and it’s almost impossible to defend yourself from that sort of thing, we don’t usually even hear about them, or if at all it’s when we arrive back home exhausted from a trip, and that’s when we feel the harmful effects of what’s been going on without even knowing what caused them. Please, don’t go away, at least first say something to show that you grant that I’m at least partly right!”",3.5717373,3.9497933,4.036988,0.3155149934810952,4.1643705,3.6601481,4.628569,3.5945881030994475,1.3351588385914466,1.3263154501742223,0.9331138143337787,0,0.9684208999999999,0,0
244,"Please, don’t go away, at least first say something to show that you grant that I’m at least partly right!”","And you’re also well aware that we travellers spend almost the whole year away from the office, so that we can very easily fall victim to gossip and chance and groundless complaints, and it’s almost impossible to defend yourself from that sort of thing, we don’t usually even hear about them, or if at all it’s when we arrive back home exhausted from a trip, and that’s when we feel the harmful effects of what’s been going on without even knowing what caused them. Please, don’t go away, at least first say something to show that you grant that I’m at least partly right!” But the chief clerk had turned away as soon as Gregor had started to speak, and, with protruding lips, only stared back at him over his trembling shoulders as he left.",3.684359,3.476484,4.202712,0.316818774445893,4.371108,3.5588846,4.8420076,2.2555474031617764,0.8893886975840043,1.0007261399286262,0.36543256564914584,0,1.2831229999999998,0,0
245,"But the chief clerk had turned away as soon as Gregor had started to speak, and, with protruding lips, only stared back at him over his trembling shoulders as he left.","Please, don’t go away, at least first say something to show that you grant that I’m at least partly right!” But the chief clerk had turned away as soon as Gregor had started to speak, and, with protruding lips, only stared back at him over his trembling shoulders as he left. He did not keep still for a moment while Gregor was speaking, but moved steadily towards the door without taking his eyes off him.",4.9604955,2.982822,5.2474294,0.318122555410691,4.4754505,3.506602,4.8703833,1.7869894756402185,0.6644040144081467,0.8326235593162006,0.28996190191587123,0,1.3637813000000003,0,0
246,"He did not keep still for a moment while Gregor was speaking, but moved steadily towards the door without taking his eyes off him.","But the chief clerk had turned away as soon as Gregor had started to speak, and, with protruding lips, only stared back at him over his trembling shoulders as he left. He did not keep still for a moment while Gregor was speaking, but moved steadily towards the door without taking his eyes off him. He moved very gradually, as if there had been some secret prohibition on leaving the room.",4.422004,2.6981354,4.7837176,0.3194263363754889,4.5158896,3.4740245,4.8274345,1.7092793946557494,0.5772086903415684,0.727878159892658,0.404192544421523,0,1.3534099999999998,0,0
247,"He moved very gradually, as if there had been some secret prohibition on leaving the room.","He did not keep still for a moment while Gregor was speaking, but moved steadily towards the door without taking his eyes off him. He moved very gradually, as if there had been some secret prohibition on leaving the room. It was only when he had reached the entrance hall that he made a sudden movement, drew his foot from the living room, and rushed forward in a panic.",4.5376153,3.2782135,5.0297923,0.3207301173402868,4.6667867,3.413069,4.8542,1.1167367597469764,0.2518423608434653,0.5318898798048136,0.33300451909869755,0,1.4411309999999995,0,0
248,"It was only when he had reached the entrance hall that he made a sudden movement, drew his foot from the living room, and rushed forward in a panic.","He moved very gradually, as if there had been some secret prohibition on leaving the room. It was only when he had reached the entrance hall that he made a sudden movement, drew his foot from the living room, and rushed forward in a panic. In the hall, he stretched his right hand far out towards the stairway as if out there, there were some supernatural force waiting to save him.",5.068772,3.3342843,4.747184,0.3220338983050847,4.795873,3.3651996,4.894897,0.0,0.0,0.37797692076359346,0.22476297432788822,0,1.5296974000000003,0,0
249,"In the hall, he stretched his right hand far out towards the stairway as if out there, there were some supernatural force waiting to save him.","It was only when he had reached the entrance hall that he made a sudden movement, drew his foot from the living room, and rushed forward in a panic. In the hall, he stretched his right hand far out towards the stairway as if out there, there were some supernatural force waiting to save him. Gregor realised that it was out of the question to let the chief clerk go away in this mood if his position in the firm was not to be put into extreme danger.",4.8603725,3.6039717,4.991723,0.3233376792698826,4.9833207,3.2938402,4.98886,0.0,0.0,0.1485373119653632,0.0,0,1.6950197999999999,0,0
250,Gregor realised that it was out of the question to let the chief clerk go away in this mood if his position in the firm was not to be put into extreme danger.,"In the hall, he stretched his right hand far out towards the stairway as if out there, there were some supernatural force waiting to save him. Gregor realised that it was out of the question to let the chief clerk go away in this mood if his position in the firm was not to be put into extreme danger. That was something his parents did not understand very well; over the years, they had become convinced that this job would provide for Gregor for his entire life, and besides, they had so much to worry about at present that they had lost sight of any thought for the future.",4.9420123,3.357162,4.856389,0.3246414602346805,5.028828,3.2399716,5.0811768,0.0,0.0,0.0,0.0,0,1.8412051999999997,0,0
251,"That was something his parents did not understand very well; over the years, they had become convinced that this job would provide for Gregor for his entire life, and besides, they had so much to worry about at present that they had lost sight of any thought for the future.","Gregor realised that it was out of the question to let the chief clerk go away in this mood if his position in the firm was not to be put into extreme danger. That was something his parents did not understand very well; over the years, they had become convinced that this job would provide for Gregor for his entire life, and besides, they had so much to worry about at present that they had lost sight of any thought for the future. Gregor, though, did think about the future.",5.6046414,3.0739913,5.4596105,0.3259452411994785,5.0953007,3.215562,5.152001,0.0,0.0,0.0,0.0,0,1.9364390000000005,0,0
252,"Gregor, though, did think about the future.","That was something his parents did not understand very well; over the years, they had become convinced that this job would provide for Gregor for his entire life, and besides, they had so much to worry about at present that they had lost sight of any thought for the future. Gregor, though, did think about the future. The chief clerk had to be held back, calmed down, convinced and finally won over; the future of Gregor and his family depended on it!",5.3035936,3.469376,4.9696083,0.3272490221642763,5.146991,3.180135,5.208938,0.0,0.0,0.0,0.0,0,2.028803,0,0
253,"The chief clerk had to be held back, calmed down, convinced and finally won over; the future of Gregor and his family depended on it!","Gregor, though, did think about the future. The chief clerk had to be held back, calmed down, convinced and finally won over; the future of Gregor and his family depended on it! If only his sister were here!",5.5000134,3.3871105,5.662469,0.3285528031290743,5.1473475,3.1879854,5.1951504,0.0,0.0,0.0,0.0,0,2.007165,0,0
254,If only his sister were here!,"The chief clerk had to be held back, calmed down, convinced and finally won over; the future of Gregor and his family depended on it! If only his sister were here! She was clever; she was already in tears while Gregor was still lying peacefully on his back.",5.209731,3.370022,5.1276684,0.3298565840938722,5.0876603,3.1667342,5.169588,0.0,0.0,0.0,0.0,0,2.0028538,0,0
255,She was clever; she was already in tears while Gregor was still lying peacefully on his back.,"If only his sister were here! She was clever; she was already in tears while Gregor was still lying peacefully on his back. And the chief clerk was a lover of women, surely she could persuade him; she would close the front door in the entrance hall and talk him out of his shocked state.",4.943028,2.9209037,5.266513,0.3311603650586701,4.9734874,3.1744616,5.1044383,0.0,0.0,0.0,0.0,0,1.9299767,0,0
256,"And the chief clerk was a lover of women, surely she could persuade him; she would close the front door in the entrance hall and talk him out of his shocked state.","She was clever; she was already in tears while Gregor was still lying peacefully on his back. And the chief clerk was a lover of women, surely she could persuade him; she would close the front door in the entrance hall and talk him out of his shocked state. But his sister was not there, Gregor would have to do the job himself.",5.288886,3.2204583,5.7963142,0.332464146023468,4.9424767,3.1087403,5.1309743,0.0,0.0,0.0,0.0,0,2.022234,0,0
257,"But his sister was not there, Gregor would have to do the job himself.","And the chief clerk was a lover of women, surely she could persuade him; she would close the front door in the entrance hall and talk him out of his shocked state. But his sister was not there, Gregor would have to do the job himself. And without considering that he still was not familiar with how well he could move about in his present state, or that his speech still might not—or probably would not—be understood, he let go of the door; pushed himself through the opening; tried to reach the chief clerk on the landing who, ridiculously, was holding on to the banister with both hands; but Gregor fell immediately over and, with a little scream as he sought something to hold onto, landed on his numerous little legs.",3.808703,3.2325566,4.3319488,0.3337679269882659,4.8558507,3.0612488,5.108342,0.0,0.0,0.0,0.0,0,2.0470932000000004,0,0
258,"And without considering that he still was not familiar with how well he could move about in his present state, or that his speech still might not—or probably would not—be understood, he let go of the door; pushed himself through the opening; tried to reach the chief clerk on the landing who, ridiculously, was holding on to the banister with both hands; but Gregor fell immediately over and, with a little scream as he sought something to hold onto, landed on his numerous little legs.","But his sister was not there, Gregor would have to do the job himself. And without considering that he still was not familiar with how well he could move about in his present state, or that his speech still might not—or probably would not—be understood, he let go of the door; pushed himself through the opening; tried to reach the chief clerk on the landing who, ridiculously, was holding on to the banister with both hands; but Gregor fell immediately over and, with a little scream as he sought something to hold onto, landed on his numerous little legs. Hardly had that happened than, for the first time that day, he began to feel alright with his body; the little legs had the solid ground under them; to his pleasure, they did exactly as he told them; they were even making the effort to carry him where he wanted to go; and he was soon believing that all his sorrows would soon be finally at an end.",4.564801,2.9956088,4.982433,0.3350717079530639,4.7451353,3.0381217,5.078769,0.0,0.08290606979933592,0.0,0.0,0,2.0406473000000003,0,0
259,"Hardly had that happened than, for the first time that day, he began to feel alright with his body; the little legs had the solid ground under them; to his pleasure, they did exactly as he told them; they were even making the effort to carry him where he wanted to go; and he was soon believing that all his sorrows would soon be finally at an end.","And without considering that he still was not familiar with how well he could move about in his present state, or that his speech still might not—or probably would not—be understood, he let go of the door; pushed himself through the opening; tried to reach the chief clerk on the landing who, ridiculously, was holding on to the banister with both hands; but Gregor fell immediately over and, with a little scream as he sought something to hold onto, landed on his numerous little legs. Hardly had that happened than, for the first time that day, he began to feel alright with his body; the little legs had the solid ground under them; to his pleasure, they did exactly as he told them; they were even making the effort to carry him where he wanted to go; and he was soon believing that all his sorrows would soon be finally at an end. He held back the urge to move but swayed from side to side as he crouched there on the floor.",4.490002,2.9449618,4.8553233,0.3363754889178618,4.671462,3.0469966,5.006397,0.0,0.24176141693995493,0.0,0.0,0,1.9594003999999998,0,0
260,He held back the urge to move but swayed from side to side as he crouched there on the floor.,"Hardly had that happened than, for the first time that day, he began to feel alright with his body; the little legs had the solid ground under them; to his pleasure, they did exactly as he told them; they were even making the effort to carry him where he wanted to go; and he was soon believing that all his sorrows would soon be finally at an end. He held back the urge to move but swayed from side to side as he crouched there on the floor. His mother was not far away in front of him and seemed, at first, quite engrossed in herself, but then she suddenly jumped up with her arms outstretched and her fingers spread shouting: “Help, for pity’s sake, Help!”",5.1252637,2.6706033,4.7305465,0.3376792698826597,4.5406637,3.1278923,4.900058,0.0,0.5237904471571817,0.0,0.21103629637712862,0,1.7721656999999995,0,0
261,"His mother was not far away in front of him and seemed, at first, quite engrossed in herself, but then she suddenly jumped up with her arms outstretched and her fingers spread shouting: “Help, for pity’s sake, Help!”","He held back the urge to move but swayed from side to side as he crouched there on the floor. His mother was not far away in front of him and seemed, at first, quite engrossed in herself, but then she suddenly jumped up with her arms outstretched and her fingers spread shouting: “Help, for pity’s sake, Help!” The way she held her head suggested she wanted to see Gregor better, but the unthinking way she was hurrying backwards showed that she did not; she had forgotten that the table was behind her with all the breakfast things on it; when she reached the table she sat quickly down on it without knowing what she was doing; without even seeming to notice that the coffee pot had been knocked over and a gush of coffee was pouring down onto the carpet.",4.0939207,3.0256126,4.664397,0.3389830508474576,4.3871527,3.230961,4.7519135,0.0,0.8547929025230125,0.0,0.6050552542683467,0,1.5209524999999995,0,0
262,"The way she held her head suggested she wanted to see Gregor better, but the unthinking way she was hurrying backwards showed that she did not; she had forgotten that the table was behind her with all the breakfast things on it; when she reached the table she sat quickly down on it without knowing what she was doing; without even seeming to notice that the coffee pot had been knocked over and a gush of coffee was pouring down onto the carpet.","His mother was not far away in front of him and seemed, at first, quite engrossed in herself, but then she suddenly jumped up with her arms outstretched and her fingers spread shouting: “Help, for pity’s sake, Help!” The way she held her head suggested she wanted to see Gregor better, but the unthinking way she was hurrying backwards showed that she did not; she had forgotten that the table was behind her with all the breakfast things on it; when she reached the table she sat quickly down on it without knowing what she was doing; without even seeming to notice that the coffee pot had been knocked over and a gush of coffee was pouring down onto the carpet. “Mother, mother”, said Gregor gently, looking up at her.",4.264211,3.187201,4.749583,0.3402868318122555,4.3066244,3.2937832,4.6585283,2.030214393347533,1.028429091632824,0.1483540416785966,0.8534312600361122,0,1.3647451000000004,0,0
263,"“Mother, mother”, said Gregor gently, looking up at her.","The way she held her head suggested she wanted to see Gregor better, but the unthinking way she was hurrying backwards showed that she did not; she had forgotten that the table was behind her with all the breakfast things on it; when she reached the table she sat quickly down on it without knowing what she was doing; without even seeming to notice that the coffee pot had been knocked over and a gush of coffee was pouring down onto the carpet. “Mother, mother”, said Gregor gently, looking up at her. He had completely forgotten the chief clerk for the moment, but could not help himself snapping in the air with his jaws at the sight of the flow of coffee.",4.5172853,3.1741858,5.141924,0.3415906127770534,4.212542,3.417477,4.5446906,2.933558239322787,1.2312908110321512,0.5460627819814371,1.156204646309199,0,1.1272136000000001,0,0
264,"He had completely forgotten the chief clerk for the moment, but could not help himself snapping in the air with his jaws at the sight of the flow of coffee.","“Mother, mother”, said Gregor gently, looking up at her. He had completely forgotten the chief clerk for the moment, but could not help himself snapping in the air with his jaws at the sight of the flow of coffee. That set his mother screaming anew, she fled from the table and into the arms of his father as he rushed towards her.",4.253405,3.8382516,4.5871253,0.3428943937418514,4.157579,3.5454943,4.473507,3.6530066970564143,1.3498027610179641,0.957672734298942,1.3455312017395085,0,0.9280126999999996,0,0
265,"That set his mother screaming anew, she fled from the table and into the arms of his father as he rushed towards her.","He had completely forgotten the chief clerk for the moment, but could not help himself snapping in the air with his jaws at the sight of the flow of coffee. That set his mother screaming anew, she fled from the table and into the arms of his father as he rushed towards her. Gregor, though, had no time to spare for his parents now; the chief clerk had already reached the stairs; with his chin on the banister, he looked back for the last time.",4.3993955,3.405774,4.765647,0.3441981747066492,4.1113276,3.7090068,4.406386,4.456992404027614,1.449530643476597,1.483409274034711,1.5240524865163054,0,0.6973792000000003,0,0
266,"Gregor, though, had no time to spare for his parents now; the chief clerk had already reached the stairs; with his chin on the banister, he looked back for the last time.","That set his mother screaming anew, she fled from the table and into the arms of his father as he rushed towards her. Gregor, though, had no time to spare for his parents now; the chief clerk had already reached the stairs; with his chin on the banister, he looked back for the last time. Gregor made a run for him; he wanted to be sure of reaching him; the chief clerk must have expected something, as he leapt down several steps at once and disappeared; his shouts resounding all around the staircase.",4.0779533,4.2207108,4.1930084,0.3455019556714472,4.0584884,3.7965508,4.3515787,4.99817304400726,1.563463227718549,1.7648867123628391,1.6698231039258715,1,0.5550279000000002,0,5
267,"Gregor made a run for him; he wanted to be sure of reaching him; the chief clerk must have expected something, as he leapt down several steps at once and disappeared; his shouts resounding all around the staircase.","Gregor, though, had no time to spare for his parents now; the chief clerk had already reached the stairs; with his chin on the banister, he looked back for the last time. Gregor made a run for him; he wanted to be sure of reaching him; the chief clerk must have expected something, as he leapt down several steps at once and disappeared; his shouts resounding all around the staircase. The flight of the chief clerk seemed, unfortunately, to put Gregor’s father into a panic as well.",3.9480355,3.8577964,4.056977,0.3468057366362451,4.088257,3.8990483,4.3746552,5.202166128687867,1.4992757773547107,2.0944436635535255,1.6084466877796306,1,0.4756069000000003,1,5
268,"The flight of the chief clerk seemed, unfortunately, to put Gregor’s father into a panic as well.","Gregor made a run for him; he wanted to be sure of reaching him; the chief clerk must have expected something, as he leapt down several steps at once and disappeared; his shouts resounding all around the staircase. The flight of the chief clerk seemed, unfortunately, to put Gregor’s father into a panic as well. Until then he had been relatively self controlled, but now, instead of running after the chief clerk himself, or at least not impeding Gregor as he ran after him, Gregor’s father seized the chief clerk’s stick in his right hand (the chief clerk had left it behind on a chair, along with his hat and overcoat), picked up a large newspaper from the table with his left, and used them to drive Gregor back into his room, stamping his foot at him as he went.",3.9271965,4.315435,3.985388,0.348109517601043,4.00837,3.9626052,4.3202972,5.723347634119401,1.671529186894157,2.2987961423079466,1.7530223049172975,1,0.3576919999999997,1,5
269,"Until then he had been relatively self controlled, but now, instead of running after the chief clerk himself, or at least not impeding Gregor as he ran after him, Gregor’s father seized the chief clerk’s stick in his right hand (the chief clerk had left it behind on a chair, along with his hat and overcoat), picked up a large newspaper from the table with his left, and used them to drive Gregor back into his room, stamping his foot at him as he went.","The flight of the chief clerk seemed, unfortunately, to put Gregor’s father into a panic as well. Until then he had been relatively self controlled, but now, instead of running after the chief clerk himself, or at least not impeding Gregor as he ran after him, Gregor’s father seized the chief clerk’s stick in his right hand (the chief clerk had left it behind on a chair, along with his hat and overcoat), picked up a large newspaper from the table with his left, and used them to drive Gregor back into his room, stamping his foot at him as he went. Gregor’s appeals to his father were of no help, his appeals were simply not understood, however much he humbly turned his head his father merely stamped his foot all the harder.",3.5773697,4.3672137,3.8701818,0.3494132985658409,4.0388174,3.9994662,4.3424087,5.717404734941557,1.6058780989623112,2.417314143018597,1.6942124929606484,1,0.34294249999999993,1,5
270,"Gregor’s appeals to his father were of no help, his appeals were simply not understood, however much he humbly turned his head his father merely stamped his foot all the harder.","Until then he had been relatively self controlled, but now, instead of running after the chief clerk himself, or at least not impeding Gregor as he ran after him, Gregor’s father seized the chief clerk’s stick in his right hand (the chief clerk had left it behind on a chair, along with his hat and overcoat), picked up a large newspaper from the table with his left, and used them to drive Gregor back into his room, stamping his foot at him as he went. Gregor’s appeals to his father were of no help, his appeals were simply not understood, however much he humbly turned his head his father merely stamped his foot all the harder. Across the room, despite the chilly weather, Gregor’s mother had pulled open a window, leant far out of it and pressed her hands to her face.",3.9169812,4.0537133,4.254818,0.3507170795306388,4.124058,3.9880667,4.402856,5.336184083789973,1.4220811860579816,2.380661693299353,1.5334412044326384,1,0.4147892999999998,1,5
271,"Across the room, despite the chilly weather, Gregor’s mother had pulled open a window, leant far out of it and pressed her hands to her face.","Gregor’s appeals to his father were of no help, his appeals were simply not understood, however much he humbly turned his head his father merely stamped his foot all the harder. Across the room, despite the chilly weather, Gregor’s mother had pulled open a window, leant far out of it and pressed her hands to her face. A strong draught of air flew in from the street towards the stairway, the curtains flew up, the newspapers on the table fluttered and some of them were blown onto the floor.",4.244875,3.7450728,4.5959787,0.3520208604954367,4.214524,3.9594111,4.4072285,5.037355145291511,1.2270171963300447,2.288526254185815,1.521811694775651,1,0.44781740000000037,1,5
272,"A strong draught of air flew in from the street towards the stairway, the curtains flew up, the newspapers on the table fluttered and some of them were blown onto the floor.","Across the room, despite the chilly weather, Gregor’s mother had pulled open a window, leant far out of it and pressed her hands to her face. A strong draught of air flew in from the street towards the stairway, the curtains flew up, the newspapers on the table fluttered and some of them were blown onto the floor. Nothing would stop Gregor’s father as he drove him back, making hissing noises at him like a wild man.",4.0908422,4.1306195,4.54338,0.3533246414602347,4.175604,3.8961835,4.372592,5.010103747391202,1.3109370168174246,2.0852325632459943,1.6139341673277832,1,0.47640850000000023,1,5
273,"Nothing would stop Gregor’s father as he drove him back, making hissing noises at him like a wild man.","A strong draught of air flew in from the street towards the stairway, the curtains flew up, the newspapers on the table fluttered and some of them were blown onto the floor. Nothing would stop Gregor’s father as he drove him back, making hissing noises at him like a wild man. Gregor had never had any practice in moving backwards and was only able to go very slowly.",4.3302817,3.8035614,4.4634085,0.3546284224250325,4.2123694,3.8136556,4.4052005,4.578751758236778,1.2316629734426372,1.8198832316801545,1.5272055531139859,0,0.5915449000000002,0,0
274,Gregor had never had any practice in moving backwards and was only able to go very slowly.,"Nothing would stop Gregor’s father as he drove him back, making hissing noises at him like a wild man. Gregor had never had any practice in moving backwards and was only able to go very slowly. If Gregor had only been allowed to turn round he would have been back in his room straight away, but he was afraid that if he took the time to do that his father would become impatient, and there was the threat of a lethal blow to his back or head from the stick in his father’s hand any moment.",4.449471,3.7395391,4.8433294,0.3559322033898305,4.359141,3.6549358,4.5436954,3.3836001828265108,0.9151921017919307,1.3095565077932751,1.1588515732413052,0,0.8887595999999998,0,0
275,"If Gregor had only been allowed to turn round he would have been back in his room straight away, but he was afraid that if he took the time to do that his father would become impatient, and there was the threat of a lethal blow to his back or head from the stick in his father’s hand any moment.","Gregor had never had any practice in moving backwards and was only able to go very slowly. If Gregor had only been allowed to turn round he would have been back in his room straight away, but he was afraid that if he took the time to do that his father would become impatient, and there was the threat of a lethal blow to his back or head from the stick in his father’s hand any moment. Eventually, though, Gregor realised that he had no choice as he saw, to his disgust, that he was quite incapable of going backwards in a straight line; so he began, as quickly as possible and with frequent anxious glances at his father, to turn himself round.",4.582289,3.1126685,4.6387525,0.3572359843546284,4.538576,3.5814612,4.6815295,2.3938630561313494,0.5282919736019781,1.0733159637219063,0.7922551188074652,0,1.1000682999999998,0,0
276,"Eventually, though, Gregor realised that he had no choice as he saw, to his disgust, that he was quite incapable of going backwards in a straight line; so he began, as quickly as possible and with frequent anxious glances at his father, to turn himself round.","If Gregor had only been allowed to turn round he would have been back in his room straight away, but he was afraid that if he took the time to do that his father would become impatient, and there was the threat of a lethal blow to his back or head from the stick in his father’s hand any moment. Eventually, though, Gregor realised that he had no choice as he saw, to his disgust, that he was quite incapable of going backwards in a straight line; so he began, as quickly as possible and with frequent anxious glances at his father, to turn himself round. It went very slowly, but perhaps his father was able to see his good intentions as he did nothing to hinder him, in fact now and then he used the tip of his stick to give directions from a distance as to which way to turn.",4.966869,3.4020772,4.948451,0.3585397653194263,4.7596946,3.3937032,4.8864603,0.0,0.051513113930324594,0.46962363911242005,0.24720201014792056,0,1.4927571000000004,0,0
277,"It went very slowly, but perhaps his father was able to see his good intentions as he did nothing to hinder him, in fact now and then he used the tip of his stick to give directions from a distance as to which way to turn.","Eventually, though, Gregor realised that he had no choice as he saw, to his disgust, that he was quite incapable of going backwards in a straight line; so he began, as quickly as possible and with frequent anxious glances at his father, to turn himself round. It went very slowly, but perhaps his father was able to see his good intentions as he did nothing to hinder him, in fact now and then he used the tip of his stick to give directions from a distance as to which way to turn. If only his father would stop that unbearable hissing!",4.815514,3.147169,5.010208,0.3598435462842242,4.942631,3.3248703,5.0559044,0.0,0.0,0.24830740539341903,0.0,0,1.7310341,0,0
278,If only his father would stop that unbearable hissing!,"It went very slowly, but perhaps his father was able to see his good intentions as he did nothing to hinder him, in fact now and then he used the tip of his stick to give directions from a distance as to which way to turn. If only his father would stop that unbearable hissing! It was making Gregor quite confused.",5.3033557,3.4241037,5.0409884,0.3611473272490221,5.021799,3.2324488,5.116153,0.0,0.0,0.0,0.0,0,1.8837042,0,0
279,It was making Gregor quite confused.,"If only his father would stop that unbearable hissing! It was making Gregor quite confused. When he had nearly finished turning round, still listening to that hissing, he made a mistake and turned himself back a little the way he had just come.",4.768513,3.2463028,4.810315,0.3624511082138201,5.029627,3.2653315,5.08005,0.0,0.0,0.05687419574877298,0.0,0,1.8147185000000001,0,0
280,"When he had nearly finished turning round, still listening to that hissing, he made a mistake and turned himself back a little the way he had just come.","It was making Gregor quite confused. When he had nearly finished turning round, still listening to that hissing, he made a mistake and turned himself back a little the way he had just come. He was pleased when he finally had his head in front of the doorway, but then saw that it was too narrow, and his body was too broad to get through it without further difficulty.",4.0101066,3.485635,4.2745743,0.363754889178618,4.9887066,3.3083656,5.0104876,0.0,0.0,0.19524036851625695,0.0,0,1.7021220000000001,0,0
